objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1237662197751676968,238.730780362953,6.22730869235054,19.05207,17.8859,17.39736,17.19777,17.09724,3894,301,1,235,2051512828786927616,STAR,-0.0004438951,1822,53172,448
1237662197751873603,239.25353664747,6.28792093758834,18.05269,17.10405,16.80945,16.69879,16.67672,3894,301,1,238,2051523823903205376,STAR,0.0002126065,1822,53172,488
1237662197751939185,239.32829904527,6.19538943211586,19.23117,18.24207,17.92879,17.79585,17.74969,3894,301,1,239,2051521899757856768,STAR,-0.000259731,1822,53172,481
1237663918412464358,116.175128710688,50.8819326167881,19.56263,19.02117,18.84662,18.68438,18.35246,4294,301,6,75,2104391918979934208,QSO,2.251673,1869,53327,309
1237663918409318428,111.607670453248,44.4227912382599,18.30299,17.07129,16.63129,16.4783,16.34241,4294,301,6,27,2099910309333460992,STAR,3.78427E-05,1865,53312,389
1237663918415741325,122.650368410742,57.4544091285742,19.02521,18.79474,18.49196,18.43808,18.48297,4294,301,6,125,2107788586265896960,QSO,1.146411,1872,53386,378
1237653665262076113,157.394823252433,2.59547438636255,18.80608,17.61295,17.22283,16.95569,16.73724,1907,301,4,232,567606424021002240,GALAXY,0.04118434,504,52316,556
1237653665257029744,145.775509622337,2.26032165399347,19.13108,18.02837,17.71893,17.44419,17.2735,1907,301,4,155,540523797875288064,GALAXY,0.04640723,480,51989,334
1237653665254932538,141.027035196327,2.08250503514556,17.54039,16.48125,16.0804,15.84626,15.68902,1907,301,4,123,532725510648653824,GALAXY,0.02425363,473,51929,636
1237653665259585610,151.609610512483,2.30405330674189,18.99727,17.93347,17.5841,17.36116,17.26513,1907,301,4,194,565296618945931264,GALAXY,0.04554981,502,51957,345
1237653665256636557,144.897742835282,2.31192370451877,17.2593,16.16509,15.73976,15.46738,15.27078,1907,301,4,149,537181832903419904,GALAXY,0.03720244,477,52026,464
1237653665259257978,150.988075237706,2.41803875200489,16.51422,15.03467,14.23672,13.82999,13.47513,1907,301,4,189,564210580999661568,GALAXY,0.02659918,501,52235,490
1237663229610426446,313.147804585177,75.7231386179052,18.39567,16.61441,15.76232,15.37143,15.15649,4134,301,3,126,2453381311507752960,STAR,-0.0001374223,2179,53555,165
1237663229611606116,321.227941320771,73.923588480185,18.18479,16.31201,15.35347,14.85445,14.58627,4134,301,3,144,2857640412972083200,STAR,-0.0001506468,2538,54271,387
1237663229611802681,322.241278345706,73.7309109110674,18.58352,16.79079,15.87885,15.41762,15.16577,4134,301,3,147,2857654156867430400,STAR,-0.0002067236,2538,54271,437
1237663229611802727,322.286605905446,73.7021872398438,18.03994,16.13013,15.1993,14.71082,14.46138,4134,301,3,147,2857653057355802624,STAR,-2.398422E-05,2538,54271,433
1237663229612326994,325.351250442116,72.918096437433,18.67788,16.94271,16.06108,15.63452,15.3799,4134,301,3,155,2857562347646511104,STAR,-0.0001366967,2538,54271,103
1237680299425202433,351.4579161926,22.9107758903418,19.5396,19.2494,19.03959,18.76359,18.35633,8108,301,6,189,8563857316902098944,QSO,0.4089193,7606,56977,955
1237680299425398890,351.986297422971,22.9182412766442,19.34955,19.20813,19.14134,19.0712,18.8936,8108,301,6,192,8560373788902184960,QSO,2.05188,7603,56960,570
1237680299427823842,357.904952621437,23.3598186763174,19.43991,18.96814,18.65475,18.53976,18.36596,8108,301,6,229,8553653848929228800,QSO,1.969022,7597,56973,699
1237654871069425855,146.057766276562,-2.50003276969633,19.56597,18.94942,18.84129,18.75033,18.52708,2188,301,2,160,4258235449276127232,QSO,2.215741,3782,55244,298
1237673841933746549,105.815659590827,11.9991827280225,18.55315,17.42908,17.07004,16.92747,16.89564,6605,301,2,65,3053485151548893184,STAR,0.0001991135,2712,54409,162
1237665025439432953,178.046193974274,35.0846935511498,19.40075,18.4712,18.09437,17.96397,17.91824,4552,301,4,62,2291230557327091712,STAR,0.0005539006,2035,53436,88
1237665025442840659,187.486072609182,35.2500883905217,19.51546,18.57548,18.31958,18.21963,18.17978,4552,301,4,114,3822506133986320384,STAR,-0.000158627,3395,55004,276
1237665025443627247,189.717596811843,35.257715505571,19.53029,18.49169,18.74819,18.97257,19.08105,4552,301,4,126,3822583099800264704,STAR,-7.010998E-05,3395,55004,556
1237665025444216901,191.265413691166,35.1310039376745,19.29355,18.36694,18.13199,18.04275,18.08226,4552,301,4,135,3799948828291997696,STAR,-0.0001721546,3375,55003,133
1237665025449459787,205.781493839968,33.4914886494333,18.52166,17.57742,17.24636,17.12307,17.10268,4552,301,4,215,11549737847952267264,STAR,0.0002153057,10258,58492,933
1237665025450311739,207.981710085237,33.1463935921586,18.75993,18.73067,19.08649,19.42419,19.71173,4552,301,4,228,4347265105303721984,STAR,-0.0001037507,3861,55274,602
1237665025451557123,211.36309393882,32.482113345014,19.16218,19.05176,19.03871,18.84525,18.83534,4552,301,4,247,2388187429291976704,QSO,1.688011,2121,54180,559
1237665025442840601,187.465729902533,35.3249920625156,18.66475,18.34975,18.20611,17.94768,17.85114,4552,301,4,114,11537293294934710272,QSO,1.821436,10247,58162,716
1237678846643274136,319.371882371077,7.16664090685153,19.1695,17.48379,16.49055,16.0126,15.60839,7770,301,4,48,4596007072659953664,GALAXY,0.1330059,4082,55367,304
1237661361296965762,198.843502787479,46.2678386222186,19.44886,17.30294,16.26596,15.82359,15.54311,3699,301,3,85,1644993416460789760,STAR,-7.72546E-05,1461,53062,195
1237661361299194024,206.010276416711,45.1386400448535,19.50251,18.1225,17.46927,17.05772,16.82136,3699,301,3,119,1649485746429519872,GALAXY,0.08223837,1465,53082,154
1237661361300045945,208.604570768429,44.7717758450876,19.49838,18.13679,17.32351,16.88212,16.57104,3699,301,3,132,1650616319277557760,GALAXY,0.08998012,1466,53083,171
1237654600489631794,149.945126993336,3.36059361469038,19.53716,19.03086,19.0682,19.19512,19.29121,2125,301,2,208,644050794122864640,STAR,-5.131663E-05,572,52289,131
1237654600488124563,146.548476460312,3.11671750735074,19.53404,17.71665,16.90171,16.71384,17.21723,2125,301,2,185,641778378080282624,QSO,0.1247215,570,52266,56
1237654600497496097,167.924146309385,3.957593622612,17.54512,16.25496,15.79825,15.64344,15.59527,2125,301,2,328,940203976807180288,STAR,1.646609E-05,835,52326,282
1237654600476722002,120.573799319417,1.34236483481782,19.09423,18.03276,17.78004,17.70245,17.73832,2125,301,2,11,8389317263703169024,STAR,0.0002733772,7451,56739,862
1237671124831502820,128.471935275717,10.3159622968747,19.285,17.50284,16.48945,16.00158,15.664,5972,301,5,87,2895963887151114240,GALAXY,0.1579854,2572,54056,543
1237671124842315979,153.234580052255,15.6042930583852,19.57425,17.97929,17.08999,16.66104,16.33393,5972,301,5,252,2913943927901939712,GALAXY,0.07271791,2588,54174,418
1237671124842512461,153.633627751583,15.5027937728675,19.02581,17.32465,16.52865,16.16138,15.87488,5972,301,5,255,2913960970332170240,GALAXY,0.04132542,2588,54174,480
1237671124838056133,143.376890895317,13.7026720680087,18.78127,17.24243,16.44284,16.00007,15.7222,5972,301,5,187,2904916661184260096,GALAXY,0.08222427,2580,54092,345
1237671124839956695,147.78380171399,14.7005958001248,18.66726,17.43865,17.01402,16.68951,16.52433,5972,301,5,216,2907244053210884096,GALAXY,0.0711636,2582,54139,620
1237671124829929760,124.896515530903,9.57315175671216,19.31218,17.93502,17.40496,17.23241,17.11036,5972,301,5,63,2894808025535637504,STAR,0.0003291639,2571,54055,434
1237671124839628964,146.959162068662,14.4920337407164,19.27648,18.16478,17.5446,17.23109,16.99262,5972,301,5,211,2907206669815539712,GALAXY,0.129527,2582,54139,484
1237671124833141127,132.197594234582,11.2378611113358,19.5475,17.85779,17.05068,16.648,16.31721,5972,301,5,112,2898195346469447680,GALAXY,0.1126326,2574,54084,469
1237655693016039510,226.899488630054,-1.43557610806597,17.76861,16.53708,16.4774,16.50348,16.52706,2379,301,5,118,1038236710095316992,STAR,-0.0003800318,922,52426,571
1237655693016367234,227.628989212529,-1.30645880083909,18.81812,18.44372,18.24996,18.0145,17.90761,2379,301,5,123,1039297188691208192,QSO,1.856164,923,52404,333
1237655693017350216,229.807810062055,-1.17294187416982,19.29936,18.1778,17.72066,17.54191,17.47419,2379,301,5,138,1040436557699377152,STAR,0.0001053879,924,52409,382
1237655693017612366,230.417543969274,-1.12953926155199,19.18482,18.1708,17.74002,17.56429,17.47685,2379,301,5,142,4517211670695925760,STAR,0.0003529624,4012,55327,368
1237672027309737792,312.966152167378,57.5346614866195,19.42099,16.64824,15.17213,14.44748,13.96512,6182,301,6,60,2876829914433087488,STAR,-0.0001302305,2555,54265,566
1237655693020627266,237.283166042384,-0.958183375488737,19.24619,19.02888,18.64549,18.58321,18.25679,2379,301,5,188,385069891138381824,QSO,0.2763042,342,51691,44
1237662336795410635,246.96556946828,27.2455646572512,19.01548,17.12913,16.20335,15.75093,15.43718,3926,301,4,146,5636519461932783616,GALAXY,0.07767929,5006,55706,962
1237662336799015264,253.769574452699,21.8443054718105,19.25384,18.09622,17.14739,16.6533,16.32256,3926,301,4,201,1593195145828788224,GALAXY,0.1333353,1415,52885,170
1237661361835147342,203.129199709091,46.0916046821645,19.12906,17.44763,16.57969,16.07748,15.72495,3699,301,4,105,1647213605331953664,GALAXY,0.1109266,1463,53063,80
1237661361833115756,196.595985354493,46.9987612959892,19.4631,17.74675,16.7664,16.31376,15.90833,3699,301,4,74,1642811436558215168,GALAXY,0.1148145,1459,53117,449
1237655370898866277,185.736623177032,63.3112529173932,18.91437,17.23759,16.73623,16.44823,16.32502,2304,301,5,200,878307520215541760,GALAXY,0.05851093,780,52370,384
1237650371007676531,154.526980129759,-1.9432174179574,18.70081,17.7447,17.46933,17.35545,17.30231,1140,301,4,11,4260448766602270720,STAR,-0.0003831708,3784,55269,158
1237650371009183817,158.02471653285,-1.90541722497811,18.27308,17.32379,17.05098,16.94396,16.93714,1140,301,4,34,4261745090878527488,STAR,0.0008764134,3785,55273,778
1237652936177615618,310.71249099469,-4.94565147726922,19.59867,18.40621,17.89406,17.69029,17.58212,1737,301,6,22,715040210198489088,STAR,-0.0004922787,635,52145,341
1237652936177746223,310.999397695832,-5.05579394404319,17.54584,15.86568,15.28648,15.11192,15.03278,1737,301,6,24,2157331753616828416,STAR,-0.0001584849,1916,53269,391
1237652936177746300,311.048316769727,-4.92490567041667,17.69844,16.76204,16.4427,16.33281,16.27452,1737,301,6,24,715042409221744640,STAR,-0.0004354657,635,52145,349
1237652936177746998,311.056992168768,-5.04630367574049,19.51547,18.06038,17.48543,17.25793,17.10947,1737,301,6,24,2157343573366827008,STAR,-2.297746E-05,1916,53269,434
1237652936178073821,311.716024636766,-5.12394332989234,18.48283,17.37522,17.12419,17.07129,17.02832,1737,301,6,29,2157363914331940864,STAR,-0.0002475716,1916,53269,508
1237652936178336197,312.406817354313,-5.17215779686027,18.62703,17.76753,17.46767,17.36782,17.2991,1737,301,6,33,2157385904564496384,STAR,-0.0002353655,1916,53269,588
1237652936178598507,312.939178184237,-5.13359507369402,19.42804,18.20948,17.71565,17.52493,17.44524,1737,301,6,37,715120749425223680,STAR,1.064961E-05,635,52145,634
1237651539262439621,242.307401314179,53.0600099966497,19.42952,17.58078,16.72029,16.33605,16.08361,1412,301,4,372,699206966370658304,GALAXY,0.0632254,621,52055,84
1237651539253526731,210.154808448747,65.6584160872349,19.08155,18.07223,17.84475,17.64837,17.491,1412,301,4,236,560803740009916416,GALAXY,0.03408041,498,51984,384
1237651539262636258,242.737284685369,52.6175671915897,19.43323,18.08293,17.35452,16.98385,16.63092,1412,301,4,375,701551949727688704,GALAXY,0.03827355,623,52051,423
1237651539240550479,141.597282395877,60.705587817616,19.15314,17.99704,17.40168,17.0153,16.74669,1412,301,4,38,546193703119644672,GALAXY,0.1021455,485,51909,481
1237651539257065689,225.937814398329,61.5674218011761,18.51085,17.42787,16.94735,16.61756,16.46231,1412,301,4,290,688054619930126336,GALAXY,0.06583611,611,52055,472
1237651539262177529,241.761364495357,53.5102633346245,18.95182,17.89428,17.51746,17.20551,17.03861,1412,301,4,368,699316917533435904,GALAXY,0.04273236,621,52055,484
1237657629513810033,135.833453401868,40.4646511862213,17.59429,15.47289,14.57861,14.09329,13.6249,2830,301,4,185,1351157998298359808,GALAXY,0.04124673,1200,52668,284
1237657629509419041,126.048614036926,33.9638622978426,19.31207,18.26399,17.59952,17.53698,17.61024,2830,301,4,118,970671718873982976,GALAXY,0.1092881,862,52325,531
1237657629521739898,158.183067155995,49.3626739606837,18.84786,17.4437,16.78114,16.46591,16.21199,2830,301,4,306,985238324283205632,GALAXY,0.1330949,875,52354,276
1237657629508632925,124.494094738429,32.8599655229083,17.72346,16.54038,16.19397,16.00887,15.97975,2830,301,4,106,970586506722830336,GALAXY,0.01769865,862,52325,221
1237679459750182975,15.1007785569431,19.2581482917116,19.20167,17.65224,16.64218,16.17218,15.82066,7913,301,2,53,6421041632314152960,GALAXY,0.1146985,5703,56190,125
1237667735042129972,176.105757720565,22.2465049705854,18.87453,18.60006,18.51917,18.66442,18.51315,5183,301,3,294,2822795233593419776,QSO,0.7258168,2507,53876,597
1237667735042588776,177.181455744651,22.1191158152544,19.05552,18.96738,18.93035,18.73667,18.58004,5183,301,3,301,2829473121910679552,QSO,1.966434,2513,54141,315
1237667735043113051,178.490560123705,22.2686231340624,19.37691,19.01195,19.05467,18.91344,19.08762,5183,301,3,309,2827305155513313280,QSO,0.622575,2511,53882,620
1237667735044096010,180.956081817147,22.3862466405454,19.35365,19.24618,18.99816,19.11531,19.32077,5183,301,3,324,2976978380370503680,QSO,1.164272,2644,54210,360
1237667735044358164,181.604840698799,22.405247506503,18.65972,17.5601,17.45126,17.44717,17.45889,5183,301,3,328,2975916801860331520,STAR,0.0007854906,2643,54208,594
1237667735044751408,182.636362892669,22.4796562008493,18.52176,17.62598,17.34189,17.26104,17.22673,5183,301,3,334,6726232252282591232,STAR,0.000226,5974,56314,386
1237667735044751429,182.652611853468,22.4556766365892,18.73202,17.84299,17.51998,17.43182,17.36641,5183,301,3,334,6726231702526777344,STAR,-2.394742E-05,5974,56314,384
1237667735045079150,183.351488987935,22.3371183475304,19.58818,18.55621,18.15174,17.9883,17.90275,5183,301,3,339,2976900315044931584,STAR,0.0007241382,2644,54210,76
1237667735045079094,183.446177613156,22.3448301163522,17.46864,16.26151,15.9801,15.87867,15.85816,5183,301,3,339,2978091915251050496,STAR,-0.0001057771,2645,54477,315
1237667735045275672,183.853660972685,22.3527233047431,18.9763,18.06297,17.78654,17.67035,17.64505,5183,301,3,342,6730790823448041472,STAR,0.0001733279,5978,56073,586
1237671123762282612,138.82051992035,11.9329354073468,18.61659,17.56646,17.21205,17.08883,17.05728,5972,301,3,156,2901529340636325888,STAR,0.0001646964,2577,54086,310
1237671123754811616,122.003780559724,7.92172749276136,16.89402,15.55706,15.0771,14.93703,14.85684,5972,301,3,42,2893605984884779008,STAR,7.501672E-05,2570,54081,157
1237671123759202418,131.862960891389,10.3778273554032,16.89286,15.33483,14.79782,14.61567,14.54929,5972,301,3,109,3002855935145253888,STAR,-0.0001960181,2667,54142,294
1237671123754221720,120.725939463748,7.44554334103333,17.08219,15.91022,15.55534,15.43892,15.43067,5972,301,3,33,2893640619501053952,STAR,5.763878E-05,2570,54081,283
1237671123759398991,132.323222881019,10.5316587668707,17.44458,15.86569,15.22048,14.98683,14.87239,5972,301,3,112,3002835869058046976,STAR,0.0001981073,2667,54142,221
1237671123762348120,139.027779621555,11.9725460739103,19.11161,19.44872,19.92854,20.31918,20.90046,5972,301,3,157,2901517795764234240,GALAXY,0.2446521,2577,54086,268
1237678602387194018,19.6835357632622,17.6627803355061,19.33268,19.11452,18.51517,18.1263,17.84364,7713,301,5,356,8580565220854093824,QSO,0.2484568,7621,56985,298
1237673757651566625,108.109282330155,31.285038624696,18.37152,17.00213,16.46943,16.27211,16.18643,6585,301,5,165,3557971879140630528,STAR,0.0001563925,3160,54793,466
1237658312405811272,192.288563920951,60.077298517602,19.31862,18.3965,17.95144,17.77804,17.7152,2989,301,4,66,2770968665149958144,STAR,-0.0005973529,2461,54570,469
1237658312408170570,202.88362937092,59.0433944089419,17.18817,16.28938,16.00036,15.91201,15.85941,2989,301,4,102,1079878513722419200,STAR,-0.0006564932,959,52411,511
1237658312405549141,191.278937587842,60.1719975012169,15.48359,15.91615,16.49192,16.91057,17.2697,2989,301,4,62,7701232990530328576,STAR,-9.278517E-05,6840,56685,282
1237658312405745684,192.127676171638,60.2227737419174,17.57469,16.64471,16.37036,16.26786,16.25383,2989,301,4,65,2754079341930375168,STAR,-0.0005871576,2446,54571,466
1237658312405811221,192.272806708166,60.0151020682768,18.62021,17.81459,17.56178,17.46814,17.46614,2989,301,4,66,2754080166564096000,STAR,-0.001208042,2446,54571,469
1237658312406073352,193.415345030022,60.1301890027179,18.28663,17.37364,17.10524,17.01602,16.98618,2989,301,4,70,2754090337046652928,STAR,-0.0004066677,2446,54571,506
1237658312406532107,195.512048159514,59.8230767536743,16.82398,15.78665,15.58403,15.53409,15.55098,2989,301,4,77,2754125521418741760,STAR,-0.0001230888,2446,54571,634
1237658312407056424,197.923759848614,59.7746113673534,17.9843,16.40304,15.7366,15.45952,15.33638,2989,301,4,85,3644672495669321728,STAR,-0.0008535291,3237,54883,489
1237658312407973928,201.978807565643,59.2924873905924,17.7685,16.80376,16.42458,16.30039,16.26592,2989,301,4,99,9246058122480736256,STAR,-0.0003790277,8212,58171,611
1237658312408236153,203.130599045985,59.1444021734405,18.14977,18.10124,17.99238,17.9903,18.02119,2989,301,4,103,1080969779247867904,QSO,1.375433,960,52425,385
1237658312402534490,177.334750861929,60.0708907093602,17.0037,15.85286,15.79087,15.81794,15.86485,2989,301,4,16,1073111569409271808,STAR,-0.0002574973,953,52411,469
1237658312405549084,191.088910132963,60.2250827278016,16.64678,15.17222,14.72482,14.60586,14.56344,2989,301,4,62,2754058451209447424,STAR,-5.630766E-05,2446,54571,390
1237658312405811255,192.198350086386,60.1260641372956,19.55186,18.03228,17.44645,17.22182,17.13317,2989,301,4,66,2754081540953630720,STAR,-0.0002966527,2446,54571,474
