objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid,w1,w2
1237655107292364830,140.047234595291,49.9011127483316,17.65224,17.11615,17.03724,16.92419,16.92103,2243,301,2,156,862469328031737856,QSO,1.69311,766,52247,109,13.84518,12.40138
1237655107292758116,141.105594436217,50.4101426506438,19.11265,18.66478,18.75557,18.82702,19.11432,2243,301,2,162,6452692451811678208,STAR,-3.394348E-05,5731,56363,582,18.46614,18.8816
1237655107293085776,142.205172649779,50.825151225663,18.83319,18.21109,18.16455,18.14297,17.95316,2243,301,2,167,8385829337941956608,QSO,2.341379,7448,56739,461,14.95163,13.80236
1237655107294003465,144.947199833463,52.1104932639836,19.59432,18.2341,17.71393,17.51576,17.42424,2243,301,2,181,2684168255911782400,STAR,-0.0002003017,2384,53763,83,16.01897,16.44856
1237655107294068779,145.041857235419,52.2143614570666,17.46865,16.0129,15.51268,15.35512,15.29878,2243,301,2,182,2684160559330387968,STAR,4.540857E-05,2384,53763,55,13.95858,14.04127
1237655107296034856,151.429627911948,54.5510673431287,18.6511,17.69093,17.27938,17.0967,17.01132,2243,301,2,212,3742587305664290816,STAR,0.0001421184,3324,54943,349,15.70757,15.86481
1237655503498182972,256.703993025815,34.4449912881388,19.13567,18.24374,17.94683,17.81703,17.77115,2335,301,4,81,5621815143715592192,STAR,-0.0005728371,4993,55738,716,16.73222,17.06429
1237655503499035094,257.982614045032,32.883578983345,19.43017,19.32724,19.1905,18.90154,18.796,2335,301,4,94,5621636473076078592,QSO,1.952671,4993,55738,66,16.0513,14.73381
1237655503500017842,259.111077044713,30.8589894347199,17.58474,15.74916,15.00197,14.73944,14.61084,2335,301,4,109,1101268413432489984,STAR,-8.851606E-05,978,52441,503,12.9228,12.96081
1237655503501656808,261.260762885229,27.5535916668478,19.30556,18.39668,18.11955,17.99653,17.97352,2335,301,4,134,5634150014458812416,STAR,-0.001241146,5004,55711,534,16.81033,16.82604
1237655693011976472,217.567865826514,-1.59370344239352,18.5028,16.83019,15.99667,15.55603,15.24637,2379,301,5,56,1033729811563964416,GALAXY,0.05637607,918,52404,559,12.67677,12.58139
1237655693014925346,224.269330702364,-1.38141504435519,18.95602,18.602,18.68396,18.54616,18.53831,2379,301,5,101,1037094041864398848,QSO,0.5249811,921,52380,510,14.4292,13.16157
1237657776608968988,118.306546229591,28.8727530480186,18.80984,17.7103,17.38732,17.12054,17.01063,2864,301,6,71,1193480883512829952,GALAXY,0.0569267,1060,52636,98,14.6515,14.67414
1237658203424948350,144.568202737015,41.1274669662752,18.37273,17.23097,16.75032,16.47741,16.28584,2964,301,1,126,1058370971116791808,GALAXY,0.0272491,940,52670,91,14.10087,14.04977
1237658204511141967,183.586331973386,49.8433828850902,18.6982,17.73169,17.51254,17.43754,17.51773,2964,301,3,316,1092185897161484288,GALAXY,0.01446356,970,52413,229,15.5989,15.40062
1237658493346971792,165.826881432081,9.89138124589483,19.45883,18.14386,17.58288,17.23635,17.03649,3031,301,5,305,1373768631212599296,GALAXY,0.08566474,1220,52723,621,14.57809,14.5622
1237658493348610356,169.51614239545,10.2444447477889,19.32851,18.10599,17.65035,17.45808,17.26092,3031,301,5,330,1375974252209006592,STAR,0.003210902,1222,52763,453,15.4158,15.66425
1237658493350969615,175.122394488395,10.2744233279254,19.45754,18.44521,17.90931,17.46261,17.30462,3031,301,5,366,1378240070829500416,GALAXY,0.1040743,1224,52765,504,14.185,13.88161
1237658493358243930,191.911832896175,10.3669641432975,19.41976,18.16657,17.6739,17.34435,17.14336,3031,301,5,477,2014410102022367232,GALAXY,0.07272354,1789,54259,637,14.85988,14.75757
1237658607681536094,186.291312269405,57.5326166264141,18.41561,16.71581,16.26568,15.96176,15.83358,3058,301,2,16,1481792900986595328,GALAXY,0.067655,1316,52790,395,13.4616,13.35511
1237658607681667195,186.33888135715,57.8246247312121,19.22283,17.7242,17.1751,16.83431,16.64699,3058,301,2,18,1481790152207525888,GALAXY,0.1196462,1316,52790,385,14.23645,14.08497
1237658607681994891,186.159702940874,58.7137398311198,18.59909,17.97868,17.02423,16.52466,16.25505,3058,301,2,23,1480715104730245120,QSO,0.2176735,1315,52791,570,13.23901,12.67629
1237658607684943953,186.625076299993,65.3173855158362,19.20844,18.01128,17.46253,17.1765,17.04313,3058,301,2,68,675648284873746432,GALAXY,0.1096995,600,52317,394,14.67619,14.69391
1237659132746137629,218.839232854811,50.2865011890385,17.31349,16.17842,15.77248,15.62823,15.52824,3180,301,4,90,1177851322771204096,GALAXY,0.006855434,1046,52460,582,13.59731,13.48054
1237659132746661999,220.522193996016,49.7626352507914,18.20986,17.07338,16.70944,16.41828,16.29262,3180,301,4,98,1178945341421021184,GALAXY,0.06790837,1047,52733,466,13.70005,13.48374
1237659132747251832,222.276809523167,49.0566560544178,18.94093,17.07943,16.17504,15.75496,15.39999,3180,301,4,107,1180047327000291328,GALAXY,0.07669722,1048,52736,379,12.8903,12.84126
1237659132747382975,222.754913493069,48.8883478776532,19.35012,17.51778,16.60331,16.19954,15.88772,3180,301,4,109,1180060796017731584,GALAXY,0.07638548,1048,52736,428,13.41048,13.35272
1237659132747972809,224.559393359626,48.1924297350704,17.37933,16.1701,15.69209,15.40809,15.18372,3180,301,4,118,1181171028135536640,GALAXY,0.02815996,1049,52751,371,12.62061,12.4642
1237659132748693592,226.610429196881,47.291739909346,19.4384,17.91501,17.10964,16.67887,16.37973,3180,301,4,129,1181088839641360384,GALAXY,0.1234471,1049,52751,72,13.84277,13.73021
1237659132748890270,227.133635551296,46.9726246062409,18.81787,17.61163,16.96518,16.57522,16.31182,3180,301,4,132,1182286757056505856,GALAXY,0.1237378,1050,52721,334,13.56249,13.32611
1237659132749480074,228.705807161659,46.1848648744649,18.89347,17.82578,17.45642,17.20949,16.95745,3180,301,4,141,1182328263620454400,GALAXY,0.03680237,1050,52721,485,14.76001,14.61983
1237659132750987498,232.766260176963,44.2731942365782,19.37071,17.4241,16.49092,16.05502,15.71389,3180,301,4,164,1184550922097813504,GALAXY,0.07128188,1052,52466,379,13.16516,13.11051
1237659132752429219,236.21659497155,42.2705471274474,18.04371,16.28626,15.47504,15.11584,14.81281,3180,301,4,186,1185718603480066048,GALAXY,0.06898101,1053,52468,531,12.36059,12.30112
1237659132753608854,238.918376895953,40.5405317057157,19.55186,17.94143,16.96651,16.53424,16.20107,3180,301,4,204,1186835433221285888,GALAXY,0.1516933,1054,52516,498,13.54149,13.29367
1237659132754002157,239.869908297075,39.9377523764623,18.23875,17.22037,16.66683,16.27262,16.09752,3180,301,4,210,1186730429860833280,GALAXY,0.1001298,1054,52516,116,13.31336,13.0129
1237659132754919491,241.773644784268,38.3590631632203,18.81329,16.7663,15.84568,15.42484,15.10818,3180,301,4,224,1187976455523428352,GALAXY,0.08105605,1055,52761,553,12.62917,12.59653
1237659154216058958,242.904825266974,37.6547050017673,19.3069,17.86614,17.28298,17.05059,16.93477,3185,301,4,15,3903502207718367232,STAR,-2.609423E-05,3467,54999,26,15.29706,15.39419
1237659162807369776,231.102303052486,47.4456039132037,18.53522,17.27804,16.84381,16.69232,16.62156,3187,301,4,36,1498618727023798272,STAR,-0.0002800987,1331,52766,167,15.28002,15.39945
1237659162811367553,240.942248749267,41.491744061342,18.91717,17.98333,17.72143,17.6155,17.62354,3187,301,4,97,9601770745295558656,STAR,-0.0002626755,8528,57896,350,16.58975,16.53537
1237659162812481689,243.238402712989,39.6560017112703,17.9086,16.9352,16.62883,16.53046,16.49461,3187,301,4,114,1504332888835909632,STAR,-0.0003882041,1336,52759,475,15.14872,15.05022
1237659162816807188,251.459292565,32.3051162574259,18.53753,18.35486,18.11486,17.9146,18.01665,3187,301,4,180,1509868105701025792,QSO,1.519058,1341,52786,132,15.22642,14.05126
1237659325480501276,214.204444440222,56.4152661099715,18.00773,16.64261,16.16109,16.01639,15.94899,3225,301,3,55,2755209088903178240,STAR,-0.000184341,2447,54498,480,14.61783,14.69126
1237659325480763456,215.291605789596,56.1827448769373,18.48252,16.73785,16.11488,15.90612,15.78294,3225,301,3,59,2755119203827607552,STAR,-0.0004664045,2447,54498,153,14.25137,14.26954
1237659325480828952,215.394457337608,56.1319588918104,16.72717,15.21548,14.67822,14.49639,14.43523,3225,301,3,60,2755116455048538112,STAR,-3.818706E-05,2447,54498,143,13.02565,13.03684
1237659325480960010,215.679787637211,55.9245691661845,17.20944,15.77946,15.27353,15.13456,15.10865,3225,301,3,62,2755115905292724224,STAR,-0.000238869,2447,54498,141,13.77236,13.8751
1237659325481222234,216.626076119062,55.6375235224078,17.61892,16.37022,15.93982,15.81276,15.7609,3225,301,3,66,2755081270676449280,STAR,-0.0001768377,2447,54498,15,14.56382,14.64953
1237659325481222243,216.75137521071,55.6883843971606,16.63738,15.07244,14.42818,14.16713,14.03774,3225,301,3,66,2755083744577611776,STAR,-0.0002075223,2447,54498,24,12.42478,12.38545
1237659325481287753,216.961118579095,55.608445362477,15.86069,14.87425,14.57607,14.46872,14.46902,3225,301,3,67,2755081820432263168,STAR,-2.762466E-05,2447,54498,17,13.30805,13.27664
1237659325481287808,217.189703457988,55.6750739971181,17.55867,16.51441,16.10055,15.99606,15.9742,3225,301,3,67,9455375444545394688,STAR,-8.562091E-05,8398,57870,247,14.68036,14.65269
1237659325481943227,219.38197949584,54.9643082813144,19.32774,18.46552,18.13435,18.03839,18.01158,3225,301,3,77,3710989814812745728,STAR,-0.0006198051,3296,54909,86,16.90548,17.10568
1237659325485547621,230.473469093229,50.3002263294639,19.28248,18.09864,17.84517,17.77839,17.74981,3225,301,3,132,9452013137383675904,STAR,-0.0006635058,8395,57834,303,16.47713,16.59142
1237659325485809740,231.468156444835,49.9559548966192,16.73188,15.27489,14.73498,14.52998,14.45193,3225,301,3,136,2757457036617738240,STAR,-0.0001635829,2449,54271,466,12.95141,12.98096
1237659325485875406,231.597764446173,49.7805168192008,19.17357,17.34577,16.68121,16.45864,16.36119,3225,301,3,137,2757375397879375872,STAR,-0.0002801463,2449,54271,169,14.79645,14.78656
1237659325486006337,231.964453868076,49.7041636233379,15.83825,14.64734,14.84771,15.03311,15.12198,3225,301,3,139,2757372099344492544,STAR,-0.0009051909,2449,54271,157,14.34594,14.38658
1237659325486268583,232.698185617537,49.2287683800923,16.85189,15.84021,15.54193,15.43317,15.4301,3225,301,3,143,2757361928861935616,STAR,-0.000538745,2449,54271,120,14.25588,14.34414
1237659325486333983,232.693771518794,49.1579795388791,16.98413,15.48743,14.98649,14.83138,14.78144,3225,301,3,144,2757345436187518976,STAR,-5.989919E-05,2449,54271,60,13.42278,13.46699
1237659325486727196,233.81106134556,48.6165921465916,18.50016,17.91223,17.82977,17.81011,17.62715,3225,301,3,150,7576346607094093824,QSO,2.555912,6729,56419,604,14.95399,13.9824
1237659325491839074,245.43222900939,40.3304661697972,18.20345,17.93352,17.82069,17.5617,17.57874,3225,301,3,228,5842556677157836800,QSO,1.616601,5189,56074,953,14.25108,12.65795
1237659325494788215,250.791159576257,35.0761532217876,17.19122,16.30025,15.96813,15.84385,15.81357,3225,301,3,273,5851383277500520448,STAR,-0.0005564775,5197,55828,296,14.60199,14.60879
1237660764831220063,117.161623632292,20.7293269193629,18.07715,17.10567,16.80313,16.68847,16.67084,3560,301,4,52,1422136147466807296,STAR,0.0006870063,1263,52708,453,15.4319,15.33764
1237660764832137219,118.741779554116,22.0146222285122,18.02554,16.9577,16.69377,16.60899,16.59771,3560,301,4,66,8393595463933384704,STAR,0.0001683575,7455,56768,42,15.44074,15.54332
1237660764832464923,119.305579368817,22.5811100084937,17.10539,15.94025,15.40528,15.17887,15.06507,3560,301,4,71,3254986052145801216,STAR,-0.0005067314,2891,54507,34,13.51129,13.59195
1237660764838363176,131.373633131892,30.6852007281646,19.40141,18.62132,18.38511,18.27848,18.07971,3560,301,4,161,12007810334398371840,QSO,2.273767,10665,58456,319,14.77644,14.1082
1237660764844392464,145.713206745623,37.7406093357494,18.64085,17.80204,17.5341,17.42327,17.39815,3560,301,4,253,9979112137946322944,STAR,0.0004135093,8863,57724,950,16.18454,16.20707
1237660765373989174,128.401417899077,29.5020208317037,17.88571,17.18785,17.25158,17.05079,18.23121,3560,301,5,142,1427770048822405120,GALAXY,0.007065728,1268,52933,469,13.7878,14.15034
1237660765374513351,129.507248326051,30.2542670610383,19.20336,17.91937,17.23922,16.84512,16.59773,3560,301,5,150,1427795887345657856,GALAXY,0.1118888,1268,52933,563,13.91008,13.55839
1237660765375758570,132.312501911387,31.8026466088644,19.40255,17.55902,16.64844,16.18829,15.83608,3560,301,5,169,1430016901806843904,GALAXY,0.06539316,1270,52991,451,13.27596,13.26173
1237660765376282801,133.359830155605,32.5160820256993,19.16198,17.27224,16.39417,15.98789,15.66407,3560,301,5,177,1431128782655219712,GALAXY,0.06659861,1271,52974,400,13.2384,13.0845
1237660765382508603,148.639271114748,39.5107655928951,19.55854,18.26745,17.5267,17.10061,16.82949,3560,301,5,272,1437917713694484480,GALAXY,0.08018163,1277,52765,522,13.89899,13.70087
1237660935017464033,133.826795646099,55.183384665452,19.23132,17.82474,17.3797,17.09577,16.91668,3600,301,1,24,504430677932926976,GALAXY,0.04775609,448,51900,100,14.56156,14.5051
1237660935018446879,136.713904295531,56.7171642612128,18.65347,16.51985,15.509,15.07966,14.71236,3600,301,1,39,543825905080887296,GALAXY,0.1010471,483,51924,59,12.1191,12.0044
1237660935018512529,136.902510132364,56.9201825548457,18.87538,16.71796,15.70362,15.28958,14.96676,3600,301,1,40,543814909964609536,GALAXY,0.1008622,483,51924,19,12.33862,12.31194
1237660935018578159,137.054086594263,57.039406334874,18.50452,17.07778,16.31381,15.90101,15.62203,3600,301,1,41,545007055161812992,GALAXY,0.1134862,484,51907,260,13.03843,12.86717
1237660961860354055,126.12023063097,27.3049758700883,17.60543,16.51058,16.1493,16.06205,16.03002,3606,301,3,14,1426576803811584000,STAR,2.222327E-05,1267,52932,224,14.78917,14.84066
1237660961860354065,126.237764763572,27.1765262477606,18.57794,17.57425,17.2989,17.20842,17.20774,3606,301,3,14,10822279228067960832,STAR,-5.788512E-05,9612,57801,470,15.94235,16.18644
1237660961860943954,127.396970145589,28.1292602461932,19.49066,19.13737,19.21226,19.06033,19.02299,3606,301,3,23,1426665589375526912,QSO,0.5650581,1267,52932,547,14.588,13.57067
1237660961863172099,132.214018006569,30.926827044603,19.26786,18.36179,18.00079,17.83638,17.74852,3606,301,3,57,11744324462077827072,STAR,0.0003410822,10431,58137,227,16.66372,16.90456
1237660961863434304,132.824706127672,31.3006029339461,19.24474,19.196,19.02732,19.05677,19.09895,3606,301,3,61,11744294500385970176,QSO,1.381831,10431,58137,118,15.73318,14.32989
1237660961863565334,133.04021205809,31.5160092651974,18.06051,16.85788,16.71601,16.72455,16.76721,3606,301,3,63,1430046313742886912,STAR,-0.0005921327,1270,52991,558,15.46969,15.15716
1237660961863893060,133.875188841957,31.9203157440609,18.8257,18.6237,18.48473,18.49617,18.40343,3606,301,3,68,11747822008616114176,QSO,1.182945,10434,58140,663,15.03427,13.69998
1237660961864155187,134.428850850436,32.2993007758388,18.16717,17.24624,16.99836,16.89986,16.86489,3606,301,3,72,11747850595918436352,STAR,0.0005668761,10434,58140,767,15.74387,16.07403
1237660961864548510,135.271631711078,32.8629718666314,19.34374,19.14082,19.01418,18.8257,18.95053,3606,301,3,78,1431189255794747392,QSO,1.503896,1271,52974,620,15.4806,14.20361
1237660961865138281,136.72996713066,33.402751392698,17.07493,16.06947,15.76493,15.65575,15.65313,3606,301,3,87,1432298388400924672,STAR,0.0001073208,1272,52989,559,14.44764,14.52645
1237660961867169816,141.590515503041,35.764381484226,19.48535,19.05412,19.04852,18.90263,18.94642,3606,301,3,118,1434439962274588672,QSO,0.6171792,1274,52995,158,14.779,13.84733
1237660961867300897,141.944849709936,35.9349011587736,18.18789,17.26671,16.97132,16.87151,16.85963,3606,301,3,120,11533916146026960896,STAR,-8.512207E-05,10244,58225,718,15.76078,15.99108
1237659325486202998,232.402989651296,49.418923101752,18.61724,17.61949,17.33065,17.22524,17.22097,3225,301,3,142,2757357805693331456,STAR,-0.0007601593,2449,54271,105,15.9376,16.12907
1237660962936586467,130.962585141546,31.2101425691816,18.02179,16.10701,15.18438,14.72757,14.38559,3606,301,5,52,1429990238649870336,GALAXY,0.05191436,1270,52991,354,11.89204,11.84178
1237660962936914094,131.721172508071,31.6449897848272,18.38546,16.94349,16.15658,15.7094,15.42577,3606,301,5,57,1430022124487075840,GALAXY,0.06693467,1270,52991,470,12.70804,12.5127
1237660962937110675,132.018766194032,31.9782040114591,18.55703,17.38032,16.95139,16.71552,16.54822,3606,301,5,60,1430003157911496704,GALAXY,0.04654904,1270,52991,401,14.61781,14.76788
1237660962937504053,132.950685321361,32.5741098519697,18.35189,16.48964,15.55695,15.04989,14.67829,3606,301,5,66,1431114214126151680,GALAXY,0.07740457,1271,52974,347,11.77514,11.62155
1237660962940584101,140.205790281805,36.259884324047,18.67126,17.47342,16.90532,16.57965,16.34386,3606,301,5,113,1434516378332719104,GALAXY,0.05926485,1274,52995,436,13.86771,13.80292
1237660962942877816,145.984588222525,38.7676052532367,19.21731,17.3839,16.37134,15.91771,15.5582,3606,301,5,148,1436761581747726336,GALAXY,0.1459552,1276,53035,412,12.68571,12.46076
1237660962943074431,146.464230546224,38.9505624686321,18.75375,16.91923,16.08369,15.69304,15.37987,3606,301,5,151,1436795391730280448,GALAXY,0.05661758,1276,53035,535,12.93477,12.92374
1237660962943336558,147.184306713169,39.0929793967369,19.0299,17.96217,17.51484,17.21759,17.08442,3606,301,5,155,1436816832207022080,GALAXY,0.07122733,1276,53035,613,14.7952,14.63918
1237660962943991962,148.988088907569,39.7317947582059,18.26318,16.2411,15.3302,14.89752,14.56629,3606,301,5,165,1437933656613087232,GALAXY,0.06606172,1277,52765,580,12.03014,12.0202
1237660962944057468,149.063189425273,39.9169002873798,18.70773,16.84803,16.01516,15.61766,15.319,3606,301,5,166,1437939978804946944,GALAXY,0.04874892,1277,52765,603,12.95115,12.99905
1237660962944188427,149.504996122196,39.8813989566364,18.72571,17.65074,17.12285,16.72544,16.59523,3606,301,5,168,1526817081587165184,GALAXY,0.06206397,1356,53033,352,13.93254,13.70672
1237661059573940968,49.0041204213546,42.0743046434246,16.57202,14.654,13.60587,13.04611,12.57796,3629,301,1,61,1874732521351047168,GALAXY,0.01786132,1665,52976,397,9.500004,9.40766
1237661059574202508,49.5350273421591,41.7543521559441,16.49285,14.42565,13.38606,12.84136,12.36766,3629,301,1,65,1874753961827788800,GALAXY,0.01649831,1665,52976,475,9.712112,9.742051
